Number;Number 1;Number 2
96158;49827;23714
66688;17143;65651
41202;51910;30364
2550;83484;51276
22909;16179;46674
48627;45816;6292
55678;27568;23540
5508;62308;31446
27057;72009;30339
5342;56425;18861
65347;31158;45315
38522;79220;24295
48923;82512;61772
63314;44799;46915
21507;22132;81611
53952;79312;83799
13472;89647;5267
29392;22177;83965
91822;5722;22781
82585;39257;61323
27234;54598;33811
69741;36340;69879
58611;41891;95244
3221;33956;43153
32323;19910;26208
42552;36204;32196
22036;70366;73875
55889;9981;5515
25586;53844;30838
71977;94704;32658
50605;45263;10364
90437;98152;43368
68059;12600;92267
33864;1951;63777
72032;19102;42679
24616;50255;51547
63458;87616;26428
69023;38929;12872
63972;1659;19242
28094;18550;78909
82786;53249;592
18439;29345;62131
30108;27593;19372
3034;74066;18211
42182;83709;95220
86915;97171;6059
14555;92330;54777
95708;27084;92388
55499;47782;18663
56022;11145;31478
47482;28778;39361
97469;8914;76686
95618;48051;80622
37879;51971;74464
66242;41069;95231
18486;4733;98713
72456;25048;90454
70501;66176;98456
62613;83399;78644
42431;40838;3686
27819;45882;99327
65758;15980;22884
34124;86706;64348
59310;58357;55986
98042;74504;14631
54990;83547;46040
39258;5502;32144
62821;67569;88208
48258;43064;89755
42078;25368;60167
76960;36502;84766
63403;9349;11680
66006;15262;23198
28346;19896;27357
98365;22059;83664
11311;73336;54250
77420;9454;76645
83690;95824;4096
8816;42693;90808
87098;79730;77466
82503;21601;68255
14205;22902;97482
65058;99650;95162
72151;57330;11200
21522;94333;5132
69375;94299;4698
41771;80707;30899
15227;35728;45032
32172;88161;4319
33090;46585;63829
32488;14902;1379
7988;34749;45118
17145;53162;47430
87985;58300;8495
85483;87323;80081
40653;88674;23650
17180;48234;3771
10281;28404;8842
36456;65514;6423
70477;13429;88856
38509;53167;79715
96873;86485;56495
46516;52006;8035
20068;56216;54691
2326;61142;5382
47270;82401;43758
23751;90333;41225
50865;65388;71814
9337;75097;82191
42823;26621;14511
30122;69360;54993
70803;99158;97191
74188;35432;8012
85830;48238;43849
76034;17502;39265
6595;95682;8660
31609;86679;93309
34108;98838;24913
56533;32570;26139
63142;71054;80632
13946;75939;92363
37664;38872;44829
90966;34695;14791
29195;46057;57045
7717;36830;79818
32559;24289;19146
77791;94241;61615
73030;94093;95610
28533;4759;37937
74340;60354;57775
8740;9669;69518
38583;56710;82293
94114;16759;96165
12697;47780;38425
76280;68685;64137
63741;36497;27660
42518;3623;19754
8260;18363;14063
44481;57117;90791
78478;46122;46326
24607;46757;13059
45278;94244;23354
87071;95168;37890
47659;69114;99793
66217;1110;2293
69041;6090;26189
54099;98444;85440
22707;11936;57675
77512;23648;51232
93740;25135;54812
85945;4753;82097
40168;31522;33757
23888;15495;48374
33923;18925;31731
88023;62191;29054
18291;42798;39561
41380;96277;54146
43101;17895;98094
70041;73656;78165
9547;9934;59183
26951;42111;41064
76315;69214;22971
23624;65860;51943
63973;52917;8003
26999;41081;46048
1413;69821;48662
24174;95362;60322
35402;84642;42546
95009;13701;32169
28228;15914;81220
28499;54163;92336
78538;8835;56072
70461;94501;36862
74965;98155;59061
25952;7832;9754
37405;24075;47595
16846;86635;86765
23835;50954;69255
50326;46936;19649
35908;26000;17323
22162;32171;75036
90371;92833;60443
63927;66783;15276
85039;38549;58412
92645;81288;56594
51194;36101;63284
16540;76303;4823
30879;67471;50264
62656;19237;31213
79271;52502;88625
29348;88264;72881
12267;50629;60275
71569;46076;62638
32926;99238;95583
84945;12954;83594
8751;92529;74948
23072;48779;46707
70163;17917;25210
51480;98395;10951
71930;64524;96097
64162;88090;86461
67916;99971;17408
99488;86213;78319
83666;87086;52578
74078;40690;46979
69272;81313;38468
87351;2711;42266
21462;92885;14079
6552;71098;17211
43913;32584;90605
11180;21237;58312
51738;7591;48148
73195;72391;6397
95922;80419;98019
16849;90176;76257
17164;34236;43482
70088;96158;82149
11948;16027;52994
26875;57224;60720
55605;89626;33475
40377;10922;75367
18038;18255;76638
70294;78577;72201
81739;71921;15673
66185;65670;55636
28286;55108;81230
1587;38123;91455
43349;74518;88189
27107;51590;24977
92196;16278;61315
71117;343;19938
9428;75994;6847
97198;60575;67409
97174;7629;28769
48997;5627;76669
64952;83535;34090
2038;40827;25503
29373;44036;66690
13375;17077;88125
20885;70496;56700
20688;84217;46085
22623;71426;49866
98318;39582;58111
44473;36090;83650
96024;64541;48981
8884;48945;49296
19509;47507;72205
32379;95015;183
76210;87700;16396
2337;23710;87764
10766;8102;99985
83231;17644;87785
15813;82380;86085
44650;39850;61231
62004;5376;11530
22749;89050;19322
48870;26020;38135
79208;55239;79379
60094;45595;6384
46060;94684;5372
96408;37709;80514
68051;19497;64540
64004;78261;35172
74227;23723;28232
50232;15651;63204
37173;94207;32540
51167;40175;88478
24985;17604;3278
24071;66042;89562
30008;9943;47241
36796;59190;53071
70978;94357;45830
96056;10510;94526
40806;17133;49308
17216;24535;71836
86680;60504;29821
13125;58437;20848
2907;10008;30372
98275;33868;41371
2797;32352;76934
66625;57539;6104
64080;21026;98211
6080;38925;27261
88077;2110;67528
86568;28338;58233
1581;48702;96040
92440;52127;34714
46759;22156;5730
97708;24642;46224
42501;27047;82556
78521;42435;93514
40758;76705;35220
95932;86878;19822
16094;21366;17801
98321;52950;73442
17198;53312;15960
50631;51685;50021
83564;58528;35237
68478;74336;30151
18082;93555;17526
59555;85596;86208
97752;27174;52800
38027;39292;83600
10724;90933;78830
65701;72735;38606
51278;24315;9938
86007;29976;82439
3017;76488;96468
84712;95217;53276
57450;19023;89231
31646;49322;25953
96539;37559;81780
18084;50501;49731
87641;42374;75452
56960;67978;38423
41009;46867;10824
6148;90000;51298
17541;99414;31141
72007;72578;59220
56334;66493;34246
71025;42602;62617
55680;20932;29770
9039;23408;35927
50147;78250;16126
20398;9881;84392
34090;18028;26385
4299;56056;4020
28132;45664;24431
49148;13834;57631
66210;13083;38811
70665;45107;17351
78133;6590;15422
22167;33568;22606
17714;8464;55570
82123;24583;78417
94643;35223;44909
1062;64928;96504
35960;28835;53988
79149;22326;65797
55996;55977;41149
14100;56986;8637
21827;26766;71516
38796;14710;42572
95647;82;90994
99029;54438;67237
93718;49444;30467
18814;48307;91338
76682;23239;26448
96177;7244;96183
46738;3351;53420
1851;13817;37552
26000;76562;86348
79697;31610;2434
92076;32216;21992
29261;91344;87706
146;10300;95669
33500;44631;87542
61376;48539;79558
60380;32754;79733
21410;41250;95876
84446;31331;23368
90421;66104;40187
60472;37878;1647
26624;96891;12355
55910;58368;7412
85709;79529;40492
89742;65340;39218
24240;10233;69766
33663;85799;27255
86337;72751;79463
11340;35816;84960
49652;62020;79216
61914;68162;60003
18448;60124;41711
89244;73818;46088
75573;63828;22171
21915;40142;73286
45035;87313;3296
84620;2042;20020
95645;13448;55047
25157;59603;62908
87609;669;58535
3660;42586;92716
89337;48849;84566
3133;98050;91350
50053;50918;15271
61925;19328;91593
84659;21932;23777
38597;89973;90909
18515;19936;39082
92353;73241;90240
53268;64717;65619
52706;24568;867
17114;70677;86086
24558;3923;70684
52585;9961;58000
44049;40064;91543
40997;53653;17618
29707;53159;86051
60858;41764;52810
98811;15041;78110
73361;99158;26116
45803;38983;5184
58515;81211;50780
76385;13523;63538
16243;80857;49416
71335;85357;39977
2907;35038;81538
94536;32002;90972
99343;79213;268
16916;20051;88890
95073;72613;76858
57163;15011;53616
63620;30725;6337
21243;30634;66019
42243;66968;37291
38546;42985;65531
92204;53870;63832
79790;75123;41714
86309;44082;20819
40403;97468;39833
10896;88607;78687
51635;1006;55649
47113;69207;56537
49526;27054;17383
27139;55025;66924
66636;65718;68990
13022;82848;32209
90445;3612;44624
56966;82881;25217
89481;17774;52590
49615;7185;34164
20414;45233;63103
28100;87432;40578
93383;51114;31755
36031;4320;12883
42477;84430;68542
85227;58742;35911
75277;27246;90047
46333;19043;84584
6140;75508;34742
95045;24996;88642
46935;92194;68897
86944;98439;31329
72681;39766;91342
47525;4813;4698
16632;8833;15303
75562;65152;75973
9905;47953;2343
41982;30023;18251
22015;11147;59341
29276;91938;32910
22168;47089;66585
87489;70965;25098
83021;9817;45749
29575;28463;37167
7433;83513;77059
11020;54482;24089
36821;49544;27408
80081;12576;18048
29848;62001;60379
49957;8558;25867
60073;45502;69711
84925;79230;14062
45279;96657;75159
28296;83871;78673
66958;9323;94449
61133;85398;55857
86090;51538;80554
47191;83632;81905
98739;22698;36246
93196;33310;79302
93381;19311;37828
35574;48723;1168
75994;12940;18706
29656;55421;76717
51937;75373;26226
59278;96547;42023
23068;27140;69169
8849;29303;76316
29542;57296;10259
61390;51638;33415
74212;73732;61006
30752;40489;60612
32139;63068;38771
43513;99545;76900
984;84557;91417
6310;35484;40070
90383;11219;51005
91662;47304;63130
69623;13784;78691
59601;71913;20162
37117;51153;69155
58079;26747;68623
4819;70053;96425
2004;84135;29874
29470;90906;15496
19762;18133;91744
16816;50594;72361
89098;83250;65820
48717;45833;77930
74303;32078;45691
82414;2310;28947
96372;57558;55529
19672;47721;40116
79451;14896;76197
2207;66615;48608
56259;79573;93930
12284;72963;36228
24530;8490;73735
27797;18543;55665
42134;3687;87427
66543;76913;29969
28848;17129;28689
11914;65733;91869
90285;61402;16626
79652;22195;19601
27276;26381;17824
29891;30602;82902
40881;69162;35237
9523;88906;8202
95118;23524;34468
26457;20510;25389
17360;25335;71071
62848;13722;52454
68293;15984;54396
64628;28290;69849
24478;27319;88183
47936;6888;13368
83216;14487;97485
39953;10606;20230
32897;47622;89513
64055;19260;8022
31002;28306;30659
93392;45780;20067
92490;69733;4674
72762;44573;469
65780;46555;37938
50935;55379;31432
65768;16930;98313
9127;60576;4753
7389;62786;22194
6071;93658;73247
9855;46778;85299
63960;73587;66717
32641;51959;34726
84650;91833;41498
19805;49974;19822
20819;6712;10748
9394;7724;80510
69296;36526;65693
56837;72386;16320
55127;44060;4705
90078;85852;12798
36506;7642;18106
6374;98409;69628
19022;4955;72979
71820;70726;51900
55642;64447;91358
86319;192;21272
67491;84855;42947
29208;98048;63293
81332;69045;18477
91430;87005;10250
15732;74508;35155
63454;30254;1428
4604;50315;23977
63086;31022;76529
81346;16247;25606
8733;23523;38392
83458;54779;94035
32937;49555;95464
93699;13762;51114
83376;69967;68745
99881;22076;11127
25619;53940;62059
58714;11361;22697
66852;77459;72628
40562;26272;73234
64535;27035;86212
3013;12746;83740
66651;82096;66680
11214;26970;75807
52977;6923;11857
88954;5449;51381
45679;88629;15374
15929;90968;81710
18695;37275;67828
68249;78314;81720
36981;87035;74567
765;35036;46618
73237;36163;46936
19147;68546;5569
5771;48498;42359
31180;82484;9972
19933;68244;74262
25658;6669;94606
75094;23438;49769
22140;71506;17472
16180;74891;37320
62183;8008;13006
76401;12752;74318
45541;53002;3510
68992;90296;74444
23060;3686;93840
16090;50094;86268
37167;19412;43868
39809;14833;67480
84073;17480;27786
70418;84334;95005
93564;71426;53829
3368;22106;88116
14488;35276;68863
58552;70891;2779
69385;63660;26296
76828;70411;92908
49716;81537;16504
72416;61102;4268
55709;49256;59932
161;88753;92656
92855;30563;6831
60587;18813;46158
96902;87290;49629
74514;20528;83170
88451;50404;70928
29736;55518;7274
37638;60144;58326
45496;54307;20307
68982;2582;31249
41389;39161;92521
31995;98225;43778
23216;80479;79505
39469;56968;41427
45846;4596;99700
391;11658;37406
75877;23996;31887
62458;23728;15283
88452;21044;38952
65953;40022;78421
85762;75636;15551
92422;45849;93238
43684;70234;33152
76575;75219;51636
13118;74091;94803
73372;74611;6757
46183;54439;78893
24391;75275;55236
14432;14007;1294
13028;29915;40126
52774;84850;35638
23502;61241;11131
64690;30112;6016
40454;16701;33986
44900;51522;89951
45876;53228;68606
56457;32301;73480
4317;56920;85588
97651;62010;5372
11243;66592;74396
98336;99123;612
36135;21125;5444
95335;15681;23521
11626;37739;53090
80419;23508;64651
92608;5825;87662
65009;3876;36498
16430;63746;36674
6921;25614;21943
52253;67260;63145
30343;72166;24800
10533;94786;99367
20736;65875;73833
28540;80129;94985
21797;39598;10299
36958;44518;61308
10568;74864;64692
50381;91953;58117
14448;90273;60384
47096;29771;7052
32361;96049;62507
87092;48648;338
13372;75069;76137
84196;78244;69165
83555;21965;12558
35947;70201;22952
35220;49898;78603
29813;21183;26019
42517;27661;96
57502;42191;25865
24067;73094;70998
93193;88690;7145
56625;52688;56630
56374;62952;74714
38563;84712;40643
88198;66245;89441
56449;46302;99755
94663;63488;89782
21740;1996;58471
63905;42952;38333
64173;1642;36428
42463;48615;9189
5523;7280;50050
67113;11043;62132
88777;12951;49613
45587;89852;64526
75280;8069;38562
32883;87278;33125
65925;13014;74101
96909;60777;83240
1669;22098;89640
1610;17591;44473
55765;34395;75083
22848;476;33685
48970;17952;25404
52075;72964;68613
14298;44712;565
47808;57885;6452
24615;16549;15911
13281;85029;46301
8815;71334;48930
22907;14986;35267
74694;36861;22540
20766;98009;29899
21583;49353;89759
7373;84450;22875
60785;56155;47947
27208;37885;88799
67896;220;65874
88444;75661;96359
93738;14650;36466
36911;35446;45993
65888;92873;57397
46449;86918;16360
51268;1180;17589
88367;43888;46139
66107;52890;58257
5700;93222;8493
18210;87297;29129
47928;7670;18159
17464;55134;88206
30073;83878;64615
65945;58246;80909
16083;14374;91757
24208;40567;50618
38230;80759;66176
20249;44402;40947
24302;27944;17059
50920;29648;49739
40950;45246;27525
74650;22221;45742
62160;94326;22779
92503;59935;85779
228;83359;57126
33257;81055;27120
4757;12956;79541
8559;97928;90968
82009;8942;43926
2954;92135;72332
57303;36740;53068
49213;92605;97364
83153;28678;96394
2480;87875;80185
85458;61089;86115
92262;40884;40929
96129;26970;82558
26863;195;29908
65728;56443;82669
67774;43163;5427
55631;96562;73708
17183;60961;58251
5220;6394;60121
88675;75258;64653
51300;1485;67399
22916;10118;1840
4189;67765;8337
2037;98441;35272
39131;99887;22483
83465;62344;48087
63778;24911;76836
62541;39503;19281
21453;17162;63880
92203;95709;79954
13456;67823;4693
98274;91110;22157
95071;92712;92292
39486;40691;85404
65297;70811;95640
51533;47316;25162
1871;29826;52934
39683;99596;5853
66617;9583;99695
3315;70080;44739
71327;2331;2305
86448;26128;55695
24109;37666;89668
57259;10949;15707
15385;72100;88926
14179;15953;42060
22228;62865;2690
2624;27156;93888
83547;98987;25583
14619;32115;83493
92963;42852;90271
71481;81842;88872
92914;28346;43623
13383;29384;88137
95596;5357;29249
85804;98275;54740
7948;92397;14066
79525;66739;79372
95076;72678;24934
41277;33480;97077
50871;10108;94427
89155;95161;91442
78553;12191;30393
32018;23806;16667
34690;29910;31993
992;17741;74220
69680;55103;57523
79881;38692;84988
41903;55746;59484
95838;40784;91340
56673;26724;85067
40496;35331;9092
44660;52209;89839
93939;45896;2300
84839;20211;58267
88178;84049;99859
8829;50918;54475
71113;69015;68264
90566;25871;23917
1214;5540;57429
93531;46220;22055
31773;52887;87612
75665;8288;41080
32069;13353;95866
41602;96130;50139
85756;13103;4004
48099;74260;63736
82899;91122;28836
15172;47503;48391
6756;84615;28834
80045;9087;33800
27151;23684;11536
51246;29272;73971
38128;13604;43726
20727;80795;21799
66316;37500;97558
56179;57629;81374
80308;36439;52694
27245;82511;84055
2584;92513;12198
53161;86959;88838
